Interval=	0.001 s
ExcelDateTime=	4.6199553692194582e+004	6/26/2026 13:17:19.005612
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
0.262	-0.00625	0.008125	0.191875	-0.3325	0.323125	0.0096875
0.263	-0.0040625	0.01125	0.1940625	-0.330625	0.320625	0.00625
0.264	-0.0090625	0.0078125	0.1934375	-0.3325	0.32125	0.0103125
0.265	-0.0071875	0.00625	0.1946875	-0.33125	0.32125	0.006875
0.266	-0.00625	0.008125	0.19375	-0.3309375	0.320625	0.006875
0.267	-0.0040625	0.0096875	0.1934375	-0.3321875	0.320625	0.0096875
0.268	-0.005625	0.0084375	0.190625	-0.3309375	0.3246875	0.0090625
0.269	-0.00625	0.0034375	0.1959375	-0.3321875	0.32375	0.0071875
0.27	-0.005625	0.0065625	0.194375	-0.3321875	0.319375	0.009375
0.271	-0.005	0.0109375	0.1975	-0.331875	0.3225	0.0090625
0.272	-0.0046875	0.0103125	0.1925	-0.330625	0.3228125	0.0103125
0.273	-0.005625	0.0096875	0.195	-0.333125	0.319375	0.0103125
0.274	-0.0053125	0.0078125	0.1971875	-0.3296875	0.3221875	0.0084375
0.275	-0.0034375	0.0121875	0.194375	-0.3325	0.32	0.008125
0.276	-0.0053125	0.0103125	0.1946875	-0.32875	0.3215625	0.008125
0.277	-0.00625	0.0078125	0.1946875	-0.329375	0.3225	0.005625
0.278	-0.005625	0.0078125	0.1921875	-0.3315625	0.32	0.0075
0.279	-0.0075	0.0075	0.195625	-0.331875	0.32	0.0059375
0.28	-0.005625	0.0090625	0.1925	-0.331875	0.3196875	0.0078125
0.281	-0.0065625	0.0096875	0.1934375	-0.33	0.3234375	0.0071875
0.282	-0.00625	0.0075	0.1946875	-0.3303125	0.3209375	0.0078125
0.283	-0.004375	0.008125	0.195	-0.3309375	0.320625	0.0059375
0.284	-0.0040625	0.0090625	0.1940625	-0.330625	0.32375	0.0084375
0.285	-0.004375	0.0084375	0.1940625	-0.330625	0.3221875	0.005
0.286	-0.005	0.0084375	0.194375	-0.3321875	0.3209375	0.008125
0.287	-0.005	0.0084375	0.19375	-0.32875	0.32125	0.0096875
0.288	-0.0025	0.0103125	0.193125	-0.3328125	0.32125	0.0121875
0.289	-0.00625	0.008125	0.193125	-0.3321875	0.3221875	0.010625
0.29	-0.0046875	0.0078125	0.1946875	-0.3334375	0.321875	0.008125
0.291	-0.0059375	0.0071875	0.1909375	-0.3321875	0.3221875	0.01
0.292	-0.005625	0.00875	0.193125	-0.3284375	0.319375	0.0075
0.293	-0.0071875	0.0075	0.1928125	-0.3321875	0.32	0.006875
0.294	-0.0046875	0.010625	0.1946875	-0.33	0.3203125	0.0109375
0.295	-0.0071875	0.0128125	0.1940625	-0.3309375	0.32	0.0046875
0.296	-0.006875	0.0084375	0.1928125	-0.3303125	0.3203125	0.0065625
0.297	-0.006875	0.00625	0.1928125	-0.330625	0.3221875	0.0090625
0.298	-0.0065625	0.0103125	0.1921875	-0.3296875	0.3203125	0.006875
0.299	-0.0084375	0.0078125	0.1934375	-0.33	0.3209375	0.008125
0.3	-0.0053125	0.0059375	0.1953125	-0.333125	0.3228125	0.0084375
0.301	-0.0059375	0.0109375	0.195	-0.3321875	0.3228125	0.0090625
0.302	-0.0040625	0.010625	0.1946875	-0.333125	0.320625	0.0084375
0.303	-0.0046875	0.0059375	0.194375	-0.3315625	0.3221875	0.0059375
